Entity,Code,Date,Total confirmed deaths
Algeria,DZA,12-Mar-20,0
Algeria,DZA,13-Mar-20,1
Algeria,DZA,14-Mar-20,2
Algeria,DZA,15-Mar-20,2
Algeria,DZA,16-Mar-20,4
Algeria,DZA,17-Mar-20,4
Algeria,DZA,18-Mar-20,5
Algeria,DZA,19-Mar-20,6
Algeria,DZA,20-Mar-20,7
Algeria,DZA,21-Mar-20,10
Algeria,DZA,22-Mar-20,10
Algeria,DZA,23-Mar-20,15
Algeria,DZA,24-Mar-20,17
Algeria,DZA,25-Mar-20,17
Andorra,AND,3-Mar-20,0
Andorra,AND,14-Mar-20,0
Andorra,AND,16-Mar-20,0
Andorra,AND,17-Mar-20,0
Andorra,AND,18-Mar-20,0
Andorra,AND,19-Mar-20,0
Andorra,AND,20-Mar-20,0
Andorra,AND,21-Mar-20,0
Andorra,AND,22-Mar-20,0
Andorra,AND,23-Mar-20,0
Andorra,AND,24-Mar-20,0
Andorra,AND,25-Mar-20,0
Angola,AGO,22-Mar-20,0
Angola,AGO,23-Mar-20,0
Angola,AGO,24-Mar-20,0
Angola,AGO,25-Mar-20,0
Antigua and Barbuda,ATG,15-Mar-20,0
Antigua and Barbuda,ATG,21-Mar-20,0
Antigua and Barbuda,ATG,22-Mar-20,0
Antigua and Barbuda,ATG,23-Mar-20,0
Antigua and Barbuda,ATG,24-Mar-20,0
Antigua and Barbuda,ATG,25-Mar-20,0
Argentina,ARG,4-Mar-20,0
Argentina,ARG,6-Mar-20,0
Argentina,ARG,7-Mar-20,0
Argentina,ARG,8-Mar-20,1
Argentina,ARG,9-Mar-20,1
Argentina,ARG,11-Mar-20,1
Argentina,ARG,13-Mar-20,1
Argentina,ARG,14-Mar-20,2
Argentina,ARG,15-Mar-20,2
Argentina,ARG,16-Mar-20,2
Argentina,ARG,17-Mar-20,2
Argentina,ARG,18-Mar-20,2
Argentina,ARG,19-Mar-20,2
Argentina,ARG,20-Mar-20,3
Argentina,ARG,21-Mar-20,3
Argentina,ARG,22-Mar-20,4
Argentina,ARG,23-Mar-20,4
Argentina,ARG,24-Mar-20,4
Argentina,ARG,25-Mar-20,6
Armenia,ARM,31-Dec-19,0
Armenia,ARM,1-Jan-20,0
Armenia,ARM,2-Jan-20,0
Armenia,ARM,3-Jan-20,0
Armenia,ARM,4-Jan-20,0
Armenia,ARM,5-Jan-20,0
Armenia,ARM,6-Jan-20,0
Armenia,ARM,7-Jan-20,0
Armenia,ARM,8-Jan-20,0
Armenia,ARM,9-Jan-20,0
Armenia,ARM,10-Jan-20,0
Armenia,ARM,11-Jan-20,0
Armenia,ARM,12-Jan-20,0
Armenia,ARM,13-Jan-20,0
Armenia,ARM,14-Jan-20,0
Armenia,ARM,15-Jan-20,0
Armenia,ARM,16-Jan-20,0
Armenia,ARM,17-Jan-20,0
Armenia,ARM,18-Jan-20,0
Armenia,ARM,19-Jan-20,0
Armenia,ARM,20-Jan-20,0
Armenia,ARM,21-Jan-20,0
Armenia,ARM,22-Jan-20,0
Armenia,ARM,23-Jan-20,0
Armenia,ARM,24-Jan-20,0
Armenia,ARM,25-Jan-20,0
Armenia,ARM,26-Jan-20,0
Armenia,ARM,27-Jan-20,0
Armenia,ARM,28-Jan-20,0
Armenia,ARM,29-Jan-20,0
Armenia,ARM,30-Jan-20,0
Armenia,ARM,31-Jan-20,0
Armenia,ARM,1-Feb-20,0
Armenia,ARM,2-Feb-20,0
Armenia,ARM,3-Feb-20,0
Armenia,ARM,4-Feb-20,0
Armenia,ARM,5-Feb-20,0
Armenia,ARM,6-Feb-20,0
Armenia,ARM,7-Feb-20,0
Armenia,ARM,8-Feb-20,0
Armenia,ARM,9-Feb-20,0
Armenia,ARM,10-Feb-20,0
Armenia,ARM,11-Feb-20,0
Armenia,ARM,12-Feb-20,0
Armenia,ARM,13-Feb-20,0
Armenia,ARM,14-Feb-20,0
Armenia,ARM,15-Feb-20,0
Armenia,ARM,16-Feb-20,0
Armenia,ARM,17-Feb-20,0
Armenia,ARM,18-Feb-20,0
Armenia,ARM,19-Feb-20,0
Armenia,ARM,20-Feb-20,0
Armenia,ARM,21-Feb-20,0
Armenia,ARM,22-Feb-20,0
Armenia,ARM,23-Feb-20,0
Armenia,ARM,24-Feb-20,0
Armenia,ARM,25-Feb-20,0
Armenia,ARM,26-Feb-20,0
Armenia,ARM,27-Feb-20,0
Armenia,ARM,28-Feb-20,0
Armenia,ARM,29-Feb-20,0
Armenia,ARM,1-Mar-20,0
Armenia,ARM,2-Mar-20,0
Armenia,ARM,12-Mar-20,0
Armenia,ARM,13-Mar-20,0
Armenia,ARM,14-Mar-20,0
Armenia,ARM,15-Mar-20,0
Armenia,ARM,16-Mar-20,0
Armenia,ARM,17-Mar-20,0
Armenia,ARM,18-Mar-20,0
Armenia,ARM,19-Mar-20,0
Armenia,ARM,20-Mar-20,0
Armenia,ARM,21-Mar-20,0
Armenia,ARM,22-Mar-20,0
Armenia,ARM,23-Mar-20,0
Armenia,ARM,24-Mar-20,0
Armenia,ARM,25-Mar-20,0
Australia,AUS,31-Dec-19,0
Australia,AUS,1-Jan-20,0
Australia,AUS,2-Jan-20,0
Australia,AUS,3-Jan-20,0
Australia,AUS,4-Jan-20,0
Australia,AUS,5-Jan-20,0
Australia,AUS,6-Jan-20,0
Australia,AUS,7-Jan-20,0
Australia,AUS,8-Jan-20,0
Australia,AUS,9-Jan-20,0
Australia,AUS,10-Jan-20,0
Australia,AUS,11-Jan-20,0
Australia,AUS,12-Jan-20,0
Australia,AUS,13-Jan-20,0
Australia,AUS,14-Jan-20,0
Australia,AUS,15-Jan-20,0
Australia,AUS,16-Jan-20,0
Australia,AUS,17-Jan-20,0
Australia,AUS,18-Jan-20,0
Australia,AUS,19-Jan-20,0
Australia,AUS,20-Jan-20,0
Australia,AUS,21-Jan-20,0
Australia,AUS,22-Jan-20,0
Australia,AUS,23-Jan-20,0
Australia,AUS,24-Jan-20,0
Australia,AUS,25-Jan-20,0
Australia,AUS,26-Jan-20,0
Australia,AUS,27-Jan-20,0
Australia,AUS,28-Jan-20,0
Australia,AUS,29-Jan-20,0
Australia,AUS,30-Jan-20,0
Australia,AUS,31-Jan-20,0
Australia,AUS,1-Feb-20,0
Australia,AUS,2-Feb-20,0
Australia,AUS,3-Feb-20,0
Australia,AUS,4-Feb-20,0
Australia,AUS,5-Feb-20,0
Australia,AUS,6-Feb-20,0
Australia,AUS,7-Feb-20,0
Australia,AUS,8-Feb-20,0
Australia,AUS,9-Feb-20,0
Australia,AUS,10-Feb-20,0
Australia,AUS,11-Feb-20,0
Australia,AUS,12-Feb-20,0
Australia,AUS,13-Feb-20,0
Australia,AUS,14-Feb-20,0
Australia,AUS,15-Feb-20,0
Australia,AUS,16-Feb-20,0
Australia,AUS,17-Feb-20,0
Australia,AUS,18-Feb-20,0
Australia,AUS,19-Feb-20,0
Australia,AUS,20-Feb-20,0
Australia,AUS,21-Feb-20,0
Australia,AUS,22-Feb-20,0
Australia,AUS,23-Feb-20,0
Australia,AUS,24-Feb-20,0
Australia,AUS,25-Feb-20,0
Australia,AUS,26-Feb-20,0
Australia,AUS,27-Feb-20,0
Australia,AUS,28-Feb-20,0
Australia,AUS,29-Feb-20,0
Australia,AUS,1-Mar-20,1
Australia,AUS,2-Mar-20,1
Australia,AUS,3-Mar-20,1
Australia,AUS,4-Mar-20,1
Australia,AUS,5-Mar-20,2
Australia,AUS,6-Mar-20,2
Australia,AUS,7-Mar-20,2
Australia,AUS,8-Mar-20,3
Australia,AUS,9-Mar-20,3
Australia,AUS,10-Mar-20,3
Australia,AUS,11-Mar-20,3
Australia,AUS,12-Mar-20,3
Australia,AUS,13-Mar-20,3
Australia,AUS,14-Mar-20,3
Australia,AUS,15-Mar-20,3
Australia,AUS,16-Mar-20,5
Australia,AUS,17-Mar-20,5
Australia,AUS,18-Mar-20,5
Australia,AUS,19-Mar-20,6
Australia,AUS,20-Mar-20,6
Australia,AUS,21-Mar-20,7
Australia,AUS,22-Mar-20,7
Australia,AUS,23-Mar-20,7
Australia,AUS,24-Mar-20,7
Australia,AUS,25-Mar-20,8
Austria,AUT,31-Dec-19,0
Austria,AUT,1-Jan-20,0
Austria,AUT,2-Jan-20,0
Austria,AUT,3-Jan-20,0
Austria,AUT,4-Jan-20,0
Austria,AUT,5-Jan-20,0
Austria,AUT,6-Jan-20,0
Austria,AUT,7-Jan-20,0
Austria,AUT,8-Jan-20,0
Austria,AUT,9-Jan-20,0
Austria,AUT,10-Jan-20,0
Austria,AUT,11-Jan-20,0
Austria,AUT,12-Jan-20,0
Austria,AUT,13-Jan-20,0
Austria,AUT,14-Jan-20,0
Austria,AUT,15-Jan-20,0
Austria,AUT,16-Jan-20,0
Austria,AUT,17-Jan-20,0
Austria,AUT,18-Jan-20,0
Austria,AUT,19-Jan-20,0
Austria,AUT,20-Jan-20,0
Austria,AUT,21-Jan-20,0
Austria,AUT,22-Jan-20,0
Austria,AUT,23-Jan-20,0
Austria,AUT,24-Jan-20,0
Austria,AUT,25-Jan-20,0
Austria,AUT,26-Jan-20,0
Austria,AUT,27-Jan-20,0
Austria,AUT,28-Jan-20,0
Austria,AUT,29-Jan-20,0
Austria,AUT,30-Jan-20,0
Austria,AUT,31-Jan-20,0
Austria,AUT,1-Feb-20,0
Austria,AUT,2-Feb-20,0
Austria,AUT,3-Feb-20,0
Austria,AUT,4-Feb-20,0
Austria,AUT,5-Feb-20,0
Austria,AUT,6-Feb-20,0
Austria,AUT,7-Feb-20,0
Austria,AUT,8-Feb-20,0
Austria,AUT,9-Feb-20,0
Austria,AUT,10-Feb-20,0
Austria,AUT,11-Feb-20,0
Austria,AUT,12-Feb-20,0
Austria,AUT,13-Feb-20,0
Austria,AUT,14-Feb-20,0
Austria,AUT,15-Feb-20,0
Austria,AUT,16-Feb-20,0
Austria,AUT,17-Feb-20,0
Austria,AUT,18-Feb-20,0
Austria,AUT,19-Feb-20,0
Austria,AUT,20-Feb-20,0
Austria,AUT,21-Feb-20,0
Austria,AUT,22-Feb-20,0
Austria,AUT,23-Feb-20,0
Austria,AUT,24-Feb-20,0
Austria,AUT,25-Feb-20,0
Austria,AUT,26-Feb-20,0
Austria,AUT,27-Feb-20,0
Austria,AUT,28-Feb-20,0
Austria,AUT,29-Feb-20,0
Austria,AUT,1-Mar-20,0
Austria,AUT,2-Mar-20,0
Austria,AUT,3-Mar-20,0
Austria,AUT,4-Mar-20,0
Austria,AUT,5-Mar-20,0
Austria,AUT,6-Mar-20,0
Austria,AUT,7-Mar-20,0
Austria,AUT,8-Mar-20,0
Austria,AUT,9-Mar-20,0
Austria,AUT,10-Mar-20,0
Austria,AUT,11-Mar-20,0
Austria,AUT,12-Mar-20,0
Austria,AUT,13-Mar-20,1
Austria,AUT,14-Mar-20,1
Austria,AUT,15-Mar-20,1
Austria,AUT,16-Mar-20,1
Austria,AUT,17-Mar-20,3
Austria,AUT,18-Mar-20,3
Austria,AUT,19-Mar-20,4
Austria,AUT,20-Mar-20,6
Austria,AUT,21-Mar-20,6
Austria,AUT,22-Mar-20,8
Austria,AUT,23-Mar-20,16
Austria,AUT,24-Mar-20,25
Austria,AUT,25-Mar-20,30
Azerbaijan,AZE,31-Dec-19,0
Azerbaijan,AZE,1-Jan-20,0
Azerbaijan,AZE,2-Jan-20,0
Azerbaijan,AZE,3-Jan-20,0
Azerbaijan,AZE,4-Jan-20,0
Azerbaijan,AZE,5-Jan-20,0
Azerbaijan,AZE,6-Jan-20,0
Azerbaijan,AZE,7-Jan-20,0
Azerbaijan,AZE,8-Jan-20,0
Azerbaijan,AZE,9-Jan-20,0
Azerbaijan,AZE,10-Jan-20,0
Azerbaijan,AZE,11-Jan-20,0
Azerbaijan,AZE,12-Jan-20,0
Azerbaijan,AZE,13-Jan-20,0
Azerbaijan,AZE,14-Jan-20,0
Azerbaijan,AZE,15-Jan-20,0
Azerbaijan,AZE,16-Jan-20,0
Azerbaijan,AZE,17-Jan-20,0
Azerbaijan,AZE,18-Jan-20,0
Azerbaijan,AZE,19-Jan-20,0
Azerbaijan,AZE,20-Jan-20,0
Azerbaijan,AZE,21-Jan-20,0
Azerbaijan,AZE,22-Jan-20,0
Azerbaijan,AZE,23-Jan-20,0
Azerbaijan,AZE,24-Jan-20,0
Azerbaijan,AZE,25-Jan-20,0
Azerbaijan,AZE,26-Jan-20,0
Azerbaijan,AZE,27-Jan-20,0
Azerbaijan,AZE,28-Jan-20,0
Azerbaijan,AZE,29-Jan-20,0
Azerbaijan,AZE,30-Jan-20,0
Azerbaijan,AZE,31-Jan-20,0
Azerbaijan,AZE,1-Feb-20,0
Azerbaijan,AZE,2-Feb-20,0
Azerbaijan,AZE,3-Feb-20,0
Azerbaijan,AZE,4-Feb-20,0
Azerbaijan,AZE,5-Feb-20,0
Azerbaijan,AZE,6-Feb-20,0
Azerbaijan,AZE,7-Feb-20,0
Azerbaijan,AZE,8-Feb-20,0
Azerbaijan,AZE,9-Feb-20,0
Azerbaijan,AZE,10-Feb-20,0
Azerbaijan,AZE,11-Feb-20,0
Azerbaijan,AZE,12-Feb-20,0
Azerbaijan,AZE,13-Feb-20,0
Azerbaijan,AZE,14-Feb-20,0
Azerbaijan,AZE,15-Feb-20,0
Azerbaijan,AZE,16-Feb-20,0
Azerbaijan,AZE,17-Feb-20,0
Azerbaijan,AZE,18-Feb-20,0
Azerbaijan,AZE,19-Feb-20,0
Azerbaijan,AZE,20-Feb-20,0
Azerbaijan,AZE,21-Feb-20,0
Azerbaijan,AZE,22-Feb-20,0
Azerbaijan,AZE,23-Feb-20,0
Azerbaijan,AZE,24-Feb-20,0
Azerbaijan,AZE,25-Feb-20,0
Azerbaijan,AZE,26-Feb-20,0
Azerbaijan,AZE,27-Feb-20,0
Azerbaijan,AZE,28-Feb-20,0
Azerbaijan,AZE,29-Feb-20,0
Azerbaijan,AZE,1-Mar-20,0
Azerbaijan,AZE,2-Mar-20,0
Azerbaijan,AZE,6-Mar-20,0
Azerbaijan,AZE,7-Mar-20,0
Azerbaijan,AZE,11-Mar-20,0
Azerbaijan,AZE,12-Mar-20,0
Azerbaijan,AZE,13-Mar-20,0
Azerbaijan,AZE,15-Mar-20,0
Azerbaijan,AZE,16-Mar-20,0
Azerbaijan,AZE,17-Mar-20,0
Azerbaijan,AZE,18-Mar-20,0
Azerbaijan,AZE,19-Mar-20,0
Azerbaijan,AZE,20-Mar-20,0
Azerbaijan,AZE,21-Mar-20,1
Azerbaijan,AZE,22-Mar-20,1
Azerbaijan,AZE,23-Mar-20,1
Azerbaijan,AZE,24-Mar-20,1
Azerbaijan,AZE,25-Mar-20,1
Bahamas,BHS,16-Mar-20,0
Bahamas,BHS,17-Mar-20,0
Bahamas,BHS,20-Mar-20,0
Bahamas,BHS,21-Mar-20,0
Bahamas,BHS,22-Mar-20,0
Bahamas,BHS,23-Mar-20,0
Bahamas,BHS,24-Mar-20,0
Bahamas,BHS,25-Mar-20,0
Bahrain,BHR,31-Dec-19,0
Bahrain,BHR,1-Jan-20,0
Bahrain,BHR,2-Jan-20,0
Bahrain,BHR,3-Jan-20,0
Bahrain,BHR,4-Jan-20,0
Bahrain,BHR,5-Jan-20,0
Bahrain,BHR,6-Jan-20,0
Bahrain,BHR,7-Jan-20,0
Bahrain,BHR,8-Jan-20,0
Bahrain,BHR,9-Jan-20,0
Bahrain,BHR,10-Jan-20,0
Bahrain,BHR,11-Jan-20,0
Bahrain,BHR,12-Jan-20,0
Bahrain,BHR,13-Jan-20,0
Bahrain,BHR,14-Jan-20,0
Bahrain,BHR,15-Jan-20,0
Bahrain,BHR,16-Jan-20,0
Bahrain,BHR,17-Jan-20,0
Bahrain,BHR,18-Jan-20,0
Bahrain,BHR,19-Jan-20,0
Bahrain,BHR,20-Jan-20,0
Bahrain,BHR,21-Jan-20,0
Bahrain,BHR,22-Jan-20,0
Bahrain,BHR,23-Jan-20,0
Bahrain,BHR,24-Jan-20,0
Bahrain,BHR,25-Jan-20,0
Bahrain,BHR,26-Jan-20,0
Bahrain,BHR,27-Jan-20,0
Bahrain,BHR,28-Jan-20,0
Bahrain,BHR,29-Jan-20,0
Bahrain,BHR,30-Jan-20,0
Bahrain,BHR,31-Jan-20,0
Bahrain,BHR,1-Feb-20,0
Bahrain,BHR,2-Feb-20,0
Bahrain,BHR,3-Feb-20,0
Bahrain,BHR,4-Feb-20,0
Bahrain,BHR,5-Feb-20,0
Bahrain,BHR,6-Feb-20,0
Bahrain,BHR,7-Feb-20,0
Bahrain,BHR,8-Feb-20,0
Bahrain,BHR,9-Feb-20,0
Bahrain,BHR,10-Feb-20,0
Bahrain,BHR,11-Feb-20,0
Bahrain,BHR,12-Feb-20,0
Bahrain,BHR,13-Feb-20,0
Bahrain,BHR,14-Feb-20,0
Bahrain,BHR,15-Feb-20,0
Bahrain,BHR,16-Feb-20,0
Bahrain,BHR,17-Feb-20,0
Bahrain,BHR,18-Feb-20,0
Bahrain,BHR,19-Feb-20,0
Bahrain,BHR,20-Feb-20,0
Bahrain,BHR,21-Feb-20,0
Bahrain,BHR,22-Feb-20,0
Bahrain,BHR,23-Feb-20,0
Bahrain,BHR,24-Feb-20,0
Bahrain,BHR,25-Feb-20,0
Bahrain,BHR,26-Feb-20,0
Bahrain,BHR,27-Feb-20,0
Bahrain,BHR,28-Feb-20,0
Bahrain,BHR,29-Feb-20,0
Bahrain,BHR,1-Mar-20,0
Bahrain,BHR,2-Mar-20,0
Bahrain,BHR,4-Mar-20,0
Bahrain,BHR,5-Mar-20,0
Bahrain,BHR,6-Mar-20,0
Bahrain,BHR,7-Mar-20,0
Bahrain,BHR,8-Mar-20,0
Bahrain,BHR,9-Mar-20,0
Bahrain,BHR,10-Mar-20,0
Bahrain,BHR,11-Mar-20,0
Bahrain,BHR,12-Mar-20,0
Bahrain,BHR,13-Mar-20,0
Bahrain,BHR,14-Mar-20,0
Bahrain,BHR,15-Mar-20,0
Bahrain,BHR,16-Mar-20,0
Bahrain,BHR,17-Mar-20,1
Bahrain,BHR,18-Mar-20,1
Bahrain,BHR,19-Mar-20,1
Bahrain,BHR,20-Mar-20,1
Bahrain,BHR,21-Mar-20,1
Bahrain,BHR,22-Mar-20,1
Bahrain,BHR,23-Mar-20,2
Bahrain,BHR,24-Mar-20,2
Bahrain,BHR,25-Mar-20,3
Bangladesh,BGD,9-Mar-20,0
Bangladesh,BGD,15-Mar-20,0
Bangladesh,BGD,17-Mar-20,0
Bangladesh,BGD,18-Mar-20,0
Bangladesh,BGD,19-Mar-20,0
Bangladesh,BGD,20-Mar-20,0
Bangladesh,BGD,21-Mar-20,0
Bangladesh,BGD,22-Mar-20,2
Bangladesh,BGD,23-Mar-20,3
Bangladesh,BGD,24-Mar-20,3
Bangladesh,BGD,25-Mar-20,4
Barbados,BRB,18-Mar-20,0
Barbados,BRB,19-Mar-20,0
Barbados,BRB,20-Mar-20,0
Barbados,BRB,21-Mar-20,0
Barbados,BRB,22-Mar-20,0
Barbados,BRB,23-Mar-20,0
Barbados,BRB,24-Mar-20,0
Barbados,BRB,25-Mar-20,0
Belarus,BLR,31-Dec-19,0
Belarus,BLR,1-Jan-20,0
Belarus,BLR,2-Jan-20,0
Belarus,BLR,3-Jan-20,0
Belarus,BLR,4-Jan-20,0
Belarus,BLR,5-Jan-20,0
Belarus,BLR,6-Jan-20,0
Belarus,BLR,7-Jan-20,0
Belarus,BLR,8-Jan-20,0
Belarus,BLR,9-Jan-20,0
Belarus,BLR,10-Jan-20,0
Belarus,BLR,11-Jan-20,0
Belarus,BLR,12-Jan-20,0
Belarus,BLR,13-Jan-20,0
Belarus,BLR,14-Jan-20,0
Belarus,BLR,15-Jan-20,0
Belarus,BLR,16-Jan-20,0
Belarus,BLR,17-Jan-20,0
Belarus,BLR,18-Jan-20,0
Belarus,BLR,19-Jan-20,0
Belarus,BLR,20-Jan-20,0
Belarus,BLR,21-Jan-20,0
Belarus,BLR,22-Jan-20,0
Belarus,BLR,23-Jan-20,0
Belarus,BLR,24-Jan-20,0
Belarus,BLR,25-Jan-20,0
Belarus,BLR,26-Jan-20,0
Belarus,BLR,27-Jan-20,0
Belarus,BLR,28-Jan-20,0
Belarus,BLR,29-Jan-20,0
Belarus,BLR,30-Jan-20,0
Belarus,BLR,31-Jan-20,0
Belarus,BLR,1-Feb-20,0
Belarus,BLR,2-Feb-20,0
Belarus,BLR,3-Feb-20,0
Belarus,BLR,4-Feb-20,0
Belarus,BLR,5-Feb-20,0
Belarus,BLR,6-Feb-20,0
Belarus,BLR,7-Feb-20,0
Belarus,BLR,8-Feb-20,0
Belarus,BLR,9-Feb-20,0
Belarus,BLR,10-Feb-20,0
Belarus,BLR,11-Feb-20,0
Belarus,BLR,12-Feb-20,0
Belarus,BLR,13-Feb-20,0
Belarus,BLR,14-Feb-20,0
Belarus,BLR,15-Feb-20,0
Belarus,BLR,16-Feb-20,0
Belarus,BLR,17-Feb-20,0
Belarus,BLR,18-Feb-20,0
Belarus,BLR,19-Feb-20,0
Belarus,BLR,20-Feb-20,0
Belarus,BLR,21-Feb-20,0
Belarus,BLR,22-Feb-20,0
Belarus,BLR,23-Feb-20,0
Belarus,BLR,24-Feb-20,0
Belarus,BLR,25-Feb-20,0
Belarus,BLR,26-Feb-20,0
Belarus,BLR,27-Feb-20,0
Belarus,BLR,28-Feb-20,0
Belarus,BLR,29-Feb-20,0
Belarus,BLR,1-Mar-20,0
